date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:40:17	71896/71896	---M--	200	added ('OK')	font/woff2	date:Sat,%2030%20Jul%202016%2006:15:26%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/fontawesome-webfont5b62.woff2	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/font-awesome.min.css)
21:40:23	8138/8138	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2003%20Mar%202018%2015:32:26%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/Flaticon.eot	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/Flaticon.eot	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/flaticon.css)
21:40:23	90412/90412	---M--	200	added ('OK')	font/woff	date:Sat,%2030%20Jul%202016%2006:15:26%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/fontawesome-webfont5b62.woff	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/font-awesome.min.css)
21:40:26	8138/8138	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2003%20Mar%202018%2015:32:26%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/Flaticon.eot?	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/Flaticond41d.eot	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/flaticon.css)
21:40:27	5488/5488	---M--	200	added ('OK')	font/woff	date:Sat,%2003%20Mar%202018%2015:32:26%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/Flaticon.woff	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/Flaticon.woff	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/flaticon.css)
21:40:28	7960/7960	---M--	200	added ('OK')	font/ttf	date:Sat,%2003%20Mar%202018%2015:32:26%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/Flaticon.ttf	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/Flaticon.ttf	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/flaticon.css)
21:40:31	47589/47589	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2003%20Mar%202018%2015:32:26%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/Flaticon.svg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/Flaticon.svg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/flaticon.css)
21:40:32	391622/391622	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2030%20Jul%202016%2006:15:26%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/fontawesome-webfont5b62.svg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/font-awesome.min.css)
21:40:36	20449/20449	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2016:10:29%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/Flaticon.svg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/Flaticon.svg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/flaticon.css)
21:40:37	152796/152796	---M--	200	added ('OK')	font/ttf	date:Sat,%2030%20Jul%202016%2006:15:26%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/fonts/fontawesome-webfont5b62.ttf	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/font-awesome.min.css)
21:40:41	20449/20449	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2016:10:38%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/owl.video.play.png	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/owl.video.play.4c.delayed	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/owl.carousel.min.css)
21:41:14	194788/194788	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Mar%202018%2021:10:22%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/about/abt-left-thumb.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/about/abt-left-thumb.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/styles.css)
21:41:19	211074/211074	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2022:37:38%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/blog/ft3-blog-bg.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/blog/ft3-blog-bg.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/styles.css)
21:41:20	267268/267268	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Mar%202018%2000:06:10%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/appoinment/appoinment-left-thumb.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/appoinment/appoinment-left-thumb.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/styles.css)
21:41:35	85062/85062	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2021:59:18%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/img1.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/img1.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/index2.html)
21:41:39	352028/352028	---M--	200	added ('OK')	image/jpeg	date:Sun,%2004%20Mar%202018%2000:47:54%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/bg/cta-bg.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/bg/cta-bg.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/styles.css)
21:41:47	72540/72540	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2021:59:32%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/img2.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/img2.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/index2.html)
21:41:48	52058/52058	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2021:59:44%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/img3.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/img3.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/index2.html)
21:41:57	60448/60448	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2021:59:54%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/img4.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/img4.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/index2.html)
21:42:03	80906/80906	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2022:00:04%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/img5.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/img5.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/index2.html)
21:42:03	319366/319366	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Mar%202018%2020:55:28%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/bg/crumbs-bg.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/bg/crumbs-bg.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/css/styles.css)
21:42:09	31531/31531	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2022:38:06%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/blog/small-thumb1.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/blog/small-thumb1.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/index2.html)
21:42:10	33899/33899	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2022:38:20%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/blog/small-thumb2.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/blog/small-thumb2.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/index2.html)
21:42:11	1895/1895	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Mar%202018%2022:04:44%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/icon/newro-ico.png	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/icon/newro-ico.png	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/service-details.html)
21:42:12	1839/1839	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Mar%202018%2022:06:02%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/icon/heart-beat-icon.png	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/icon/heart-beat-icon.png	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/service-details.html)
21:42:12	99634/99634	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2022:00:14%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/img6.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/img6.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/index2.html)
21:42:13	1523/1523	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Mar%202018%2022:09:16%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/icon/pen-icon.png	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/icon/pen-icon.png	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/service-details.html)
21:42:13	351044/351044	---M--	200	added ('OK')	image/png	date:Wed,%2007%20Mar%202018%2021:37:44%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/about/abt-left-thumb2.png	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/about/abt-left-thumb2.png	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/index2.html)
21:42:13	31959/31959	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Mar%202018%2022:38:30%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/blog/small-thumb3.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/blog/small-thumb3.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/index2.html)
21:42:14	1578/1578	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Mar%202018%2022:09:42%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/icon/gnaewrf-icon.png	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/icon/gnaewrf-icon.png	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/service-details.html)
21:42:14	1667/1667	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Mar%202018%2022:10:06%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/icon/palmonary-icon.png	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/icon/palmonary-icon.png	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/service-details.html)
21:42:15	1521/1521	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Mar%202018%2022:10:26%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/icon/haddi-icon.png	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/icon/haddi-icon.png	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/service-details.html)
21:42:19	12763/12763	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Mar%202018%2017:35:02%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/author/img1.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/author/img1.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/blog-details.html)
21:42:21	12117/12117	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Mar%202018%2017:35:16%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/author/img2.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/author/img2.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/blog-details.html)
21:42:24	12419/12419	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Mar%202018%2017:35:28%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/author/img3.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/author/img3.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/blog-details.html)
21:42:26	6901/6901	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Mar%202018%2017:30:58%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/recent-post/img1.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/recent-post/img1.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/blog-details.html)
21:42:31	20449/20449	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Nov%202018%2016:12:27%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/blog-standard.html	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/blog-standard.html	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/blog-details.html)
21:42:32	5954/5954	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Mar%202018%2017:31:10%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/recent-post/img2.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/recent-post/img2.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/blog-details.html)
21:42:34	6941/6941	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Mar%202018%2017:31:22%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/recent-post/img3.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/recent-post/img3.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/blog-details.html)
21:42:36	6481/6481	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Mar%202018%2017:31:32%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/recent-post/img4.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/recent-post/img4.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/blog-details.html)
21:42:36	132461/132461	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Mar%202018%2017:45:20%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/blog/blog-details-small-img.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/blog/blog-details-small-img.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/blog-details.html)
21:42:48	97490/97490	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Mar%202018%2019:37:40%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/doctors/tm-left-img.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/doctors/tm-left-img.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/team-details.html)
21:42:49	265123/265123	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Mar%202018%2022:11:10%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/service-details-img.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/service/service-details-img.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/service-details.html)
21:42:50	298195/298195	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Mar%202018%2017:36:16%20GMT	http://irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/blog/blog-details-img.jpg	C:/My%20Web%20Sites/hospital%203/irsfoundation.com/tf/html/medytuch-preview/medytuch/assets/img/blog/blog-details-img.jpg	(from http://irsfoundation.com/tf/html/medytuch-preview/medytuch/blog-details.html)
